PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
-3426022351,20168530,99,2020-09-09T12:54:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,7,2,-79.9616807037037,40.4687010518457
-3308130151,20168679,14,2020-09-09T17:00:00,"S 11TH St & BINGHAM St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.9875284169749,40.4294014479217
234110058,20168675,99,2020-09-09T16:49:00,"600 Block W North Ave Pittsburgh, PA 15212",N,Central North Side,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2206,1,1,-80.0128335552463,40.4545671919178
234110287,20168632,99,2020-09-09T15:30:00,"1900 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,FOUND PROPERTY,9489 Found Property,1920,4,5,-80.0272340218508,40.4072190330922
234112538,20168725,27,2020-09-09T17:00:00,"3200 Block Bainton St Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,,,0,0
234113297,20168720,10,2020-09-09T17:44:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",Y,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 4701 Bribery in Official and Political Matters.,708,,,0,0
234011307,20167886,23,2020-09-08T15:40:00,"Fort Duquesne Blvd & 7th St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-80.0008672588076,40.4446333846099
234106446,20168634,27,2020-09-09T15:00:00,"Freeport Rd & Waterworks Mall Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1201,,,0,0
234107859,20168635,27,2020-09-09T12:45:00,"200 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,705,8,2,-79.9252961319403,40.4587558589122
234108782,20168697,11,2020-09-02T00:01:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT BY DECEPTION,3922 Theft by Deception.,507,8,3,-79.9490918148169,40.445574514372
234111071,20168710,14,2020-09-09T16:30:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1303,9,2,-79.8962697960688,40.4573889155008
234111618,20168736,27,2020-09-01T00:01:00,"6100 Block Spirit St Pittsburgh, PA 15206",N,East Liberty,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,8,2,-79.9235312106605,40.4596095610586
234111987,20168738,6,2020-09-09T06:00:00,"200 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,507,8,3,-79.9516953898806,40.4493192927662
234119335,20168765,27,2020-09-09T17:00:00,"4500 Block Fairfield St Pittsburgh, PA 15201",N,Stanton Heights,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1018,,,0,0
234120055,20168767,11,2020-09-09T15:30:00,"6300 Block Aurelia St Pittsburgh, PA 15206",N,Shadyside,4,THEFT BY DECEPTION,3922 Theft by Deception.,708,,,0,0
234120931,20168768,0,2020-09-09T18:00:00,"2900 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2018,2,5,-80.0504727005128,40.4567405354119
234121292,20168808,6,2020-09-09T18:15:00,"500 Block Granst St Pittsburgh, PA 15219",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-79.9958972105766,40.4396542222605
234124192,20168846,0,2020-09-09T17:00:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,,,0,0
-3475011344,20168920,0,2020-09-09T23:59:00,"Edith Pl Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): Neighbor Dispute,409,3,3,-79.9548876539835,40.4331373326213
234143898,20169029,6,2020-09-10T05:50:00,"2400 Block Saranac Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1920,4,5,-80.0272329726845,40.3997885757434
233564223,20163401,0,2020-09-02T09:15:00,"1100 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,99,9998 Overdose Other,2023,2,5,-80.0302713936274,40.4199183995027
233594158,20163559,10,2020-09-02T13:05:00,"2100 Block Brighton Rd Pittsburgh, PA 15212",Y,Perry South,1,HARRASSMENT,2709(a) Harassment.,2614,6,1,-80.0189503518622,40.4616996325734
234316774,20170999,0,2020-09-12T21:30:00,"3200 Block Surban Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.057214464371,40.4555207953928
234322542,20171206,0,2020-09-13T03:14:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,670.02  (a) Disruptive activity prepetrataed/caused/permitted on property by owner(s)/tenant(s)/occupant(s)/invitee(s) of the property,1706,3,3,-79.9774955286783,40.4134778264424
234325876,20170753,0,2020-09-12T13:35:00,"5th Ave & Wood St Pittsburgh, PA 15222",Y,Central Business District,2,99,2709(a)(2) Harassment by Following Person in Public Place(s),201,6,6,-80.0003943098738,40.44074746368
234226056,20169571,99,2020-09-10T21:25:00,"6900 Block Greenwood St Pittsburgh, PA 15206",N,Morningside,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1014,,,0,0
234346510,20171502,0,2020-09-13T16:46:00,"4500 Block Browns Hill Rd Pittsburgh, PA 15217",Y,Squirrel Hill South,4,99,627.02(b)(i) Possessing a small amount of marijuana / 1501(A) Valid Driver's License Required / 1543 Driving While Operating Privilege is Suspended or Revoked.,1414,5,3,-79.925939048236,40.4176069600026
233549183,20162838,0,2020-09-01T14:39:00,"7th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-80.000262668607,40.44323848827
233551404,20162851,23,2020-09-01T15:00:00,"600 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 601.16 Public Urination And Defecation,201,6,6,-80.0017928321911,40.4425929172081
234396551,20172008,0,2020-09-14T13:40:00,"2500 Block Elba St Pittsburgh, PA 15219",N,Middle Hill,2,99,9994 PFA Service,501,,,0,0
234429718,20171810,0,2020-09-14T03:00:00,"500 Block Oakwood St Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.8840865574843,40.4491809229428
234121141,20168821,99,2020-09-09T19:44:00,"300 Block W North Ave Pittsburgh, PA 15212",Y,Central North Side,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2206,1,1,-80.0096363483307,40.4549103553127
234123157,20168764,26,2020-09-09T18:40:00,"3000 Block Zephyr Ave Pittsburgh, PA 15204",Y,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2018,2,5,-80.0534504413852,40.4563216705103
234124233,20168829,18,2020-09-09T20:37:00,"5th Ave & Marion St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,103,6,3,-79.9840893168764,40.4385060539463
234135767,20168908,29,2020-09-09T23:44:00,"7200 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,,,0,0
233587777,20163536,10,2020-09-02T12:00:00,"5300 Block Baum Blvd Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT,2709(a) Harassment. / 3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),806,,,0,0
234149038,20169064,27,2020-09-10T07:16:00,"6800 Block 5th Ave Pittsburgh, PA 15208",N,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1405,,,0,0
234151197,20169087,10,2020-09-10T08:20:00,"Pa Rt 28 Ramp & Anderson St Pittsburgh, PA 15212",N,North Shore,1,HARRASSMENT,2709 Harassment (Non-Specific),2205,,,0,0
234153175,20169096,6,2020-09-10T08:40:00,"700 Block Maryland Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle,705,8,2,-79.9296148655336,40.4540824458472
234160148,20169134,27,2020-09-10T09:30:00,"3200 Block Dawson St Pittsburgh, PA 15213",N,South Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,409,3,3,-79.9539936467271,40.4298864781067
234164149,20169151,27,2020-09-10T10:01:00,"3000 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2018,2,5,-80.0512145864705,40.4575352767568
234164880,20169076,5,2020-09-10T08:02:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,507,6,3,-79.9519916893081,40.4519096523395
234165614,20169162,99,2020-09-09T20:00:00,"400 Block Borland St Pittsburgh, PA 15206",N,East Liberty,5,LOST PROPERTY,9504 Lost Property,1115,9,2,-79.9256522137636,40.465538041105
234166861,20169177,0,2020-09-10T10:30:00,"800 Block Industry St Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): Scam Phone Call,1803,,,0,0
234177121,20169241,10,2020-09-10T11:45:00,"400 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709 Harassment (Non-Specific),305,6,3,-79.9804700882874,40.4423851306017
233418190,20161969,14,2020-08-31T09:52:00,"2200 Block Fairland St Pittsburgh, PA 15210",N,Overbrook,3,CRIM MISCHIEF,3304 Criminal Mischief.,3204,4,5,-79.99514938718,40.3887411727408
233995450,20167759,29,2020-09-08T12:14:00,"20 Block Waldorf St Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2602,1,1,-80.0155303476788,40.4910452564733
234373304,20170131,99,2020-09-11T17:30:00,"100 Block 7th St Pittsburgh, PA 15222",Y,Central Business District,2,ACCIDENTAL FIRE,9018 Accidental Fire,201,6,6,-80.000996797488,40.4441447479242
234402416,20154489,6,2020-08-20T16:32:00,"1500 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck / 6110.1 Possesion of Firearm by Minor / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2814,,,0,0
234427670,20172146,99,2020-09-14T14:45:00,"600 Block Homewood Dr Penn Hills, PA 15235",Y,Outside County,OSC,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,6699,,,-79.8287004696323,40.4493002919777
234614384,20174030,27,2020-09-17T11:30:00,"3400 Block Delaware St Pittsburgh, PA 15214",N,Perry North,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2607,1,1,-80.0106821842715,40.4822517327022
234205790,20169309,18,2020-09-10T14:17:00,"E North Ave & James St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-80.0015706367301,40.4564214044657
234205862,20169333,6,2020-09-09T13:00:00,"4600 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,404,8,3,-79.9486620860961,40.4466589260251
234213445,20169426,0,2020-09-10T17:30:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,708,8,2,-79.9223592668161,40.4572038314664
234215658,20169445,10,2020-09-10T18:24:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,3,-79.9813236408135,40.4373720231649
234217079,20169449,6,2020-09-05T00:01:00,"5700 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,8,2,-79.9334617427204,40.4570157923201
234217125,20169451,11,2020-09-10T15:00:00,"7100 Block Tilden St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT BY DECEPTION,3922 Theft by Deception.,1202,9,2,-79.8949348201313,40.4648499557808
234217312,20169450,6,2020-09-02T21:00:00,"2700 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2018,2,5,-80.0493591534742,40.4530292535525
234218162,20169501,6,2020-09-10T00:01:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2205,1,1,-80.0088814628293,40.4552322813828
234221209,20169566,27,2020-09-10T13:15:00,"2800 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2615,1,1,-80.0103860871795,40.473982801764
234176260,20169189,26,2020-08-30T11:22:00,"5300 Block Cornwall St Pittsburgh, PA 15224",Y,Garfield,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,201,9,2,-79.9376644472082,40.4701056365126
-3465075556,20169149,27,2020-09-10T09:30:00,"100 Block Laclede St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-80.003152486922,40.4238075700053
234177691,20165957,10,2020-09-04T10:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Brighton Heights,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,201,6,6,-79.9960409452176,40.4350395659105
-3258005379,20169543,10,2020-09-10T20:47:00,"1300 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2206,1,1,-80.0068764685454,40.4567394203933
234226452,20169609,0,2020-09-10T23:00:00,"200 Block McKinley St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,3001,3,5,-79.9911514567107,40.4087545800782
234228521,20169617,10,2020-09-10T23:45:00,"Concordia St & Amanda St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709 Harassment (Non-Specific) / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2902,4,3,-79.9868764292498,40.3983010821186
234234133,20169727,10,2020-09-11T02:47:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault.,2020,2,5,-80.0390413458052,40.4425953557746
233420056,20161984,99,2020-08-31T10:02:00,"100 Block Anderson St Pittsburgh, PA 15212",N,North Shore,1,AIDED CASE,9497 Aided Case,2205,1,6,-79.9993618360473,40.448638374196
233427808,20162036,6,2020-08-31T11:24:00,"2100 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2811,2,5,-80.0535471500779,40.4314604040809
233646414,20164159,10,2020-09-03T01:15:00,"100 Block 7th St Pittsburgh, PA 15222",Y,Central Business District,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 607.03 Discharging Firearm or Airgun,201,6,6,-80.000996797488,40.4441447479242
234325938,20171265,6,2020-09-13T05:45:00,"1800 Block Whited St Pittsburgh, PA 15210",N,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3206,4,5,-79.9991018099759,40.3958143256269
234326295,20171271,6,2020-09-13T07:15:00,"4800 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,809,,,0,0
234327058,20171280,27,2020-09-12T17:00:00,"2600 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1414,5,3,-79.9212333802922,40.4291627580858
234328040,20171301,11,2020-08-29T16:00:00,"100 Block Madeline St Pittsburgh, PA 15210",N,Carrick,3,IDENTITY THEFT,4120 Identity Theft,2902,4,3,-79.9852220254286,40.3941806389238
234329586,20171317,27,2020-09-12T17:00:00,"4000 Block Mintwood St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,903,7,2,-79.9576785218309,40.4642835819331
234330938,20171344,11,2020-08-27T12:33:00,"7100 Block Reynolds St Pittsburgh, PA 15208",N,Point Breeze,4,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1406,9,3,-79.9053962321965,40.4466032336521
-3416021937,20171329,0,2020-09-13T10:19:00,"Homer St & Firth St Pittsburgh, PA 15212",Y,Spring Garden,1,99,9999 9999 - (Misc. Incident): Non Reportable Accident with citation,2412,1,1,-79.9883422190287,40.4621096661319
234332754,20171339,4,2020-09-13T10:40:00,"100 Block Hyman Pl Pittsburgh, PA 15213",Y,Terrace Village,2,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 9501 Bench Warrant / 907 Possessing Instruments of Crime. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,510,6,3,-79.9706240840632,40.4410691051351
234334136,20171382,14,2020-09-13T11:00:00,"5300 Block Cornwall St Pittsburgh, PA 15224",N,Garfield,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1016,9,2,-79.9376644472082,40.4701056365126
233423163,20161989,6,2020-08-31T09:00:00,"1600 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1403,5,3,-79.9170496423178,40.4404482907731
234018359,20167854,18,2020-09-08T15:20:00,"2100 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,103,4,5,-79.994272916669,40.391153465776
234315177,20170929,10,2020-09-12T19:08:00,"300 Block Walter St Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1803,3,5,-79.9949232724792,40.4198906706557
234318963,20171107,99,2020-09-13T00:31:00,"3400 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2703,1,1,-80.038226953709,40.4769999999468
234319054,20171071,10,2020-09-12T23:30:00,"500 Block E Warrington Ave Pittsburgh, PA 15210",Y,Mount Washington,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1807,3,5,-79.9988880404355,40.4211682755764
234321750,20171158,99,2020-09-13T01:25:00,"3200 Block Lecky Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2715,1,1,-80.0344226025769,40.4744448069305
234329949,20170929,10,2020-09-12T19:08:00,"600 Block 1st Ave Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1803,6,6,-79.9960409452176,40.4350395659105
234330307,20169278,17,2020-09-10T13:30:00,Zone 2,Y,,2,OPEN LEWDNESS,5901 Open Lewdness. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3127(a) Indecent exposure,,,,,
234331238,20171323,10,2020-09-13T10:30:00,"Washington Blvd & Highland Park Brg Riv Pittsburgh, PA 15206",Y,Highland Park,5,HARRASSMENT,2709(a) Harassment.,1106,,,0,0
234334250,20171375,0,2020-09-13T12:15:00,"7200 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,901 Criminal Attempt / 901 Criminal Attempt,1303,,,0,0
-3262026235,20171368,99,2020-09-13T12:05:00,"1500 Block Crucible St Pittsburgh, PA 15204",N,Crafton Heights,6,AIDED CASE,9497 Aided Case,2814,,,0,0
234221910,20169505,18,2020-09-10T19:40:00,"5300 Block Broad St Pittsburgh, PA 15224",Y,Garfield,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 5505 Public Drunkenness / 9501 Bench Warrant,1017,9,2,-79.9382301957338,40.4658706888707
234228979,20169663,0,2020-09-11T01:00:00,"3200 Block Richardson Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2703,1,1,-80.0353353567118,40.4743253307801
234243185,20169278,17,2020-09-10T13:30:00,Zone 2,Y,,2,OPEN LEWDNESS,5901 Open Lewdness. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3127(a) Indecent exposure,,,,,
234268546,20169944,99,2020-09-11T13:02:00,"1300 Block East Ohio St Pittsburgh, PA 15212",N,Troy Hill,1,FOUND DRUGS,9489 Found Property / 9017 Found Drugs,2406,1,1,-79.9990306065019,40.4575931513643
234269260,20169998,99,2020-09-11T13:15:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,FOUND PROPERTY,9489 Found Property,1201,9,2,-79.8923529450752,40.4861185015656
234271378,20170044,11,2020-09-01T00:01:00,"1100 Block Leaside Dr Pittsburgh, PA 15207",N,Lincoln Place,4,CREDIT CARDS,4106 Access Device Fraud,3102,5,3,-79.9166190817844,40.3728747051618
234272290,20170055,27,2020-09-11T15:00:00,"2100 Block Los Angeles Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1920,4,5,-80.0289608187392,40.4051392898661
234274553,20170072,6,2020-09-09T11:30:00,"Penn Ave & N Pacific Ave Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,809,7,2,-79.9400396388308,40.4646102874551
234024031,20155946,10,2020-08-22T16:47:00,"Lecky Ave & Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,TERRORISTIC THREATS,4952 Intimidation of Witnesses or Victims / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 6106 Firearms not to be Carried without a License.,2715,1,1,-80.0315665212314,40.4760986366795
234250080,20169266,5,2020-09-10T13:00:00,"700 Block Moravian St Pittsburgh, PA 15212",N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,,,0,0
234279799,20170110,6,2020-09-01T13:00:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.0035931077627,40.4412175503666
234282603,20170164,27,2020-09-11T18:13:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3742 Accidents Involving Death or Personal Injury,2708,,,-79.8836651865202,40.4453528891864
234341645,20168515,26,2020-09-09T12:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Homewood South,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1501 Drivers Required to be Licensed.,201,6,6,-79.9960409452176,40.4350395659105
234356210,20171765,10,2020-09-14T02:05:00,"3800 Block Haven St Pittsburgh, PA 15204",Y,Windgap,6,HARRASSMENT,2709(a) Harassment.,2807,2,5,-80.0798441724078,40.458942748006
234388736,20171915,10,2020-09-13T19:00:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709 Harassment (Non-Specific),1203,9,2,-79.8981879623688,40.4713865299518
-3414033939,20172083,6,2020-09-14T16:00:00,"800 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709(a) Harassment.,1201,,,-79.8975765737857,40.4878700630933
234294581,20170458,17,2020-09-12T01:28:00,"Ohio River Blvd & Marshall Ave Ramp Pittsburgh, PA 15233",Y,Chateau,1,INCEST,4302 Periods for Requiring Lighted Lamps. / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1501 Drivers Required to be Licensed.,2108,,,0,0
234295445,20170469,99,2020-09-12T02:19:00,"6500 Block Penn Ave Pittsburgh, PA 15206",N,Larimer,5,FOUND PROPERTY,9489 Found Property,1208,8,2,-79.9154018964274,40.4560843779368
234295765,20170464,6,2020-09-12T02:05:00,"100 Block De Soto St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,402,,,-79.8646650736939,40.4198563583304
234296743,20170454,0,2020-09-12T03:30:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",Y,South Side Slopes,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1706,3,3,-79.9774955286783,40.4134778264424
234357764,20171793,6,2020-09-14T03:30:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",405,,,0,0
234396206,20171975,6,2020-09-14T12:00:00,"3700 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,405,3,3,-79.9573716381502,40.4410322191131
-3262026299,20171556,9,2020-09-13T18:07:00,"3100 Block Chartiers Ave Pittsburgh, PA 15204",Y,Sheraden,6,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 2705 Recklessly Endangering Another Person. / 3744 Duty to Give Information and Render Aid / 3742 Accidents Involving Death or Personal Injury / 3746 Immediate Notice of Accident to Police Department,2022,2,5,-80.0611043000205,40.4538722967083
234414669,20172073,27,2020-09-08T23:59:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,8,3,-79.9497795440501,40.450131019421
